,location,total_sqft,bath,price,bhk,encoded_loc
6768,others,1260.0,2,62.0,2,230
6769,Ambalipura,1817.0,3,102.0,3,12
6770,KR Puram,1050.0,2,55.0,2,115
6771,Whitefield,2900.0,4,225.0,4,224
6772,Kasavanhalli,2110.0,4,120.0,3,130
6773,Mysore Road,500.0,1,17.5,1,166
6774,Murugeshpalya,1930.0,3,75.0,3,165
6775,Mahadevpura,1505.0,3,64.0,3,156
6776,Ananth Nagar,890.0,2,27.0,2,16
6777,others,849.0,2,25.4,2,230
6778,Chikka Tirupathi,1555.0,3,100.0,3,57
6779,7th Phase JP Nagar,1680.0,3,122.0,3,6
6780,others,799.0,2,35.0,2,230
6781,Sarjapur  Road,1450.0,2,75.0,3,194
6782,Kanakpura Road,1135.0,2,56.74,2,127
6783,HSR Layout,2020.0,3,160.0,3,89
6784,others,2700.0,4,170.0,5,230
6785,Hosa Road,1730.0,3,72.6,3,101
6786,Dasarahalli,1950.0,3,125.0,3,64
6787,others,1077.0,2,34.46,2,230
6788,Brookefield,1706.0,3,115.0,3,51
6789,Channasandra,1093.0,2,37.0,2,56
6790,Ambalipura,2750.0,4,142.0,4,12
6791,Whitefield,1340.0,2,101.0,2,224
6792,Sarjapur  Road,984.0,2,59.0,2,194
6793,AECS Layout,1135.0,2,68.0,2,9
6794,Varthur,1155.0,2,39.0,2,217
6795,Kaggalipura,700.0,1,35.0,1,119
6796,Horamavu Agara,1150.0,2,42.0,2,98
6797,Hormavu,1385.0,2,69.25,3,100
6798,Kathriguppe,1335.0,2,73.43,3,132
6799,Bellandur,1015.0,2,60.0,2,40
6800,Banashankari Stage III,3000.0,6,150.0,6,28
6801,Hennur Road,1445.0,2,83.0,3,96
6802,others,1500.0,2,65.0,2,230
6803,Ramamurthy Nagar,1590.0,1,48.0,1,188
6804,KR Puram,1085.0,2,46.5,2,115
6805,Sarjapura - Attibele Road,1330.0,2,49.0,3,195
6806,Ramagondanahalli,845.0,2,45.82,2,187
6807,Ambalipura,1303.0,2,80.0,2,12
6808,others,1560.0,2,125.0,3,230
6809,others,1290.0,3,45.33,3,230
6810,9th Phase JP Nagar,1780.0,3,88.0,3,8
6811,Budigere,1636.0,3,83.0,3,52
6812,Hennur,2557.0,2,170.0,4,95
6813,Sector 2 HSR Layout,1332.0,2,101.0,2,196
6814,Kengeri,1192.0,2,53.5,2,135
6815,Uttarahalli,1213.0,2,48.0,2,216
6816,Sarjapur  Road,1489.0,3,88.0,3,194
6817,Sarjapur,1200.0,2,62.0,2,193
6818,Devanahalli,1200.0,2,55.08,3,65
6819,Ananth Nagar,1200.0,2,36.0,2,16
6820,Bannerghatta Road,1650.0,3,94.0,3,34
6821,Ardendale,1224.0,2,67.0,2,19
6822,Gunjur,1235.0,2,52.76,2,85
6823,Yelenahalli,1200.0,2,45.6,2,228
6824,Yelahanka,1342.0,2,75.0,3,226
6825,TC Palaya,1800.0,2,80.0,2,207
6826,Abbigere,1130.0,2,46.33,2,10
6827,Somasundara Palya,1186.0,2,72.0,2,202
6828,Hennur,1295.0,2,64.0,2,95
6829,Bannerghatta Road,905.0,2,65.0,2,34
6830,Hormavu,1165.0,2,40.0,2,100
6831,Kanakpura Road,1328.0,2,107.0,2,127
6832,others,1485.0,2,110.0,3,230
6833,Uttarahalli,1475.0,2,59.0,3,216
6834,Vidyaranyapura,1175.0,2,35.0,2,219
6835,Hoskote,1395.0,2,63.0,3,103
6836,Hoodi,1064.0,1,42.65,1,97
6837,Electronic City,630.0,1,40.5,1,74
6838,others,2400.0,4,88.0,4,230
6839,Gottigere,1170.0,2,40.0,2,82
6840,Marathahalli,2500.0,5,181.0,4,161
6841,Gubbalala,1100.0,2,49.5,2,84
6842,Bommasandra Industrial Area,1160.0,2,33.51,2,49
6843,Varthur,1180.0,2,55.0,2,217
6844,Tumkur Road,1441.0,2,95.0,3,214
6845,others,1115.0,2,50.0,2,230
6846,Yeshwanthpur,1825.0,3,145.0,3,229
6847,others,1489.0,2,101.0,2,230
6848,Subramanyapura,1278.0,3,62.71,3,205
6849,Hormavu,1065.0,2,50.92,2,100
6850,Whitefield,1190.0,2,64.0,2,224
6851,Koramangala,1130.0,2,63.0,2,144
6852,Banashankari,1430.0,2,87.8,2,26
6853,HRBR Layout,1900.0,3,90.0,4,88
6854,Sarjapur  Road,1104.0,2,34.22,2,194
6855,Begur Road,1240.0,2,45.88,2,39
6856,Choodasandra,1140.0,2,62.0,2,60
6857,KR Puram,1700.0,3,105.0,3,115
6858,Old Airport Road,2658.0,5,189.0,4,176
6859,others,1600.0,2,90.0,3,230
6860,OMBR Layout,3400.0,4,275.0,4,175
6861,Balagere,645.0,1,41.0,1,25
6862,Hormavu,1046.0,2,60.0,2,100
6863,Thubarahalli,975.0,2,50.0,2,211
6864,ISRO Layout,1050.0,2,51.0,2,106
6865,others,1200.0,2,38.0,2,230
6866,others,2996.0,4,200.0,4,230
6867,others,3400.0,4,200.0,4,230
6868,others,1092.0,2,43.0,2,230
6869,Hormavu,1400.0,2,75.0,2,100
6870,Bommanahalli,1416.0,2,85.0,3,47
6871,Electronic City,1100.0,2,41.0,2,74
6872,Kothanur,1760.0,3,110.0,3,146
6873,Marathahalli,3800.0,4,235.0,4,161
6874,others,1037.0,2,36.28,2,230
6875,Yeshwanthpur,1384.0,2,76.18,3,229
6876,others,551.0,1,30.0,1,230
6877,Sarjapur,900.0,2,27.98,2,193
6878,Anandapura,1415.0,2,74.0,3,15
6879,others,1400.0,2,44.8,2,230
6880,Kudlu,1030.0,2,75.0,2,147
6881,others,550.0,1,16.0,1,230
6882,Anjanapura,1800.0,4,55.0,4,18
6883,Old Madras Road,1210.0,2,77.0,2,177
6884,Vishveshwarya Layout,2000.0,3,90.0,4,221
6885,others,1780.0,3,100.0,3,230
6886,Panathur,1050.0,2,60.0,2,180
6887,Marathahalli,3951.0,4,230.0,4,161
6888,Bellandur,2500.0,4,112.0,3,40
6889,others,1050.0,2,49.5,2,230
6890,Anjanapura,1843.0,3,87.54,3,18
6891,Somasundara Palya,1186.0,2,76.0,2,202
6892,Haralur Road,560.0,1,45.0,1,90
6893,Yelahanka,1823.0,3,103.0,3,226
6894,others,1310.0,3,90.0,3,230
6895,Varthur,1520.0,2,60.0,3,217
6896,Bhoganhalli,1610.0,3,74.03,3,43
6897,Whitefield,1500.0,3,78.57,3,224
6898,LB Shastri Nagar,1400.0,2,80.0,3,151
6899,HRBR Layout,1625.0,3,120.0,3,88
6900,Talaghattapura,1100.0,2,32.0,2,208
6901,Bannerghatta Road,1000.0,2,50.0,2,34
6902,Old Airport Road,2774.0,4,197.0,4,176
6903,Yeshwanthpur,994.0,2,54.67,1,229
6904,Kaggadasapura,1455.0,3,75.0,3,118
6905,Lakshminarayana Pura,1172.0,2,75.0,2,153
6906,Hennur,1935.0,3,102.0,3,95
6907,Rachenahalli,1856.0,3,106.0,3,183
6908,Uttarahalli,900.0,2,35.0,2,216
6909,Raja Rajeshwari Nagar,1757.0,3,98.0,3,184
6910,Kudlu,1027.0,2,44.0,2,147
6911,Whitefield,1626.0,3,85.0,3,224
6912,others,1200.0,2,54.0,2,230
6913,Hoodi,1559.0,3,81.55,3,97
6914,Amruthahalli,1190.0,2,50.0,2,14
6915,KR Puram,1200.0,2,72.0,2,115
6916,Harlur,1174.0,2,74.0,2,91
6917,Kanakpura Road,1140.0,2,65.0,2,127
6918,others,1603.0,2,125.0,3,230
6919,Subramanyapura,1278.0,3,70.0,3,205
6920,Banashankari Stage III,1085.0,2,50.0,2,28
6921,Whitefield,1195.0,2,61.36,2,224
6922,others,450.0,1,30.0,1,230
6923,Kenchenahalli,1165.0,2,45.0,2,134
6924,Kanakpura Road,1452.0,3,60.0,3,127
6925,Sarjapur  Road,702.0,1,52.0,1,194
6926,Banashankari,1020.0,2,42.83,2,26
6927,Devanahalli,1340.0,2,65.0,2,65
6928,Marathahalli,1125.0,2,54.8,2,161
6929,others,1160.0,2,40.53,2,230
6930,Vidyaranyapura,1050.0,2,50.0,2,219
6931,JP Nagar,1960.0,3,138.0,3,109
6932,others,1200.0,3,52.0,2,230
6933,Old Airport Road,3496.0,4,262.0,4,176
6934,Electronic City,975.0,2,32.0,2,74
6935,Kudlu,1700.0,3,125.0,3,147
6936,others,1275.0,2,69.0,2,230
6937,Yeshwanthpur,650.0,1,40.0,1,229
6938,Kasavanhalli,1495.0,2,110.0,2,130
6939,Hebbal,1200.0,2,48.0,2,92
6940,Hennur Road,1679.0,3,94.86,3,96
6941,Kaval Byrasandra,1450.0,3,75.0,3,133
6942,Balagere,1210.0,2,82.0,2,25
6943,others,1300.0,2,51.0,3,230
6944,Judicial Layout,1165.0,2,49.61,2,114
6945,Channasandra,1115.0,2,35.8,2,56
6946,BTM Layout,450.0,1,20.0,1,23
6947,Electronics City Phase 1,1170.0,2,62.0,2,76
6948,Marathahalli,1700.0,3,126.0,3,161
6949,Malleshpalya,1245.0,2,55.0,2,159
6950,Kanakapura,1017.0,2,66.0,2,126
6951,Sarjapur  Road,1242.0,2,75.0,2,194
6952,Yelahanka,1792.0,3,104.0,3,226
6953,others,1275.0,3,55.0,3,230
6954,Electronic City,605.0,1,22.0,1,74
6955,Electronics City Phase 1,1450.0,3,79.0,3,76
6956,Bommenahalli,1232.0,3,96.0,3,50
6957,Laggere,1800.0,5,70.0,5,152
6958,others,900.0,1,52.3,1,230
6959,Kaggadasapura,1200.0,2,40.0,2,118
6960,Uttarahalli,1065.0,2,42.6,2,216
6961,others,1075.0,2,48.38,2,230
6962,others,780.0,2,31.0,2,230
6963,Ramagondanahalli,1910.0,3,150.0,3,187
6964,Raja Rajeshwari Nagar,1530.0,3,64.0,3,184
6965,Bhoganhalli,2439.0,5,170.0,4,43
6966,others,1088.0,2,43.5,2,230
6967,Raja Rajeshwari Nagar,1587.0,3,73.8,3,184
6968,Kaggadasapura,1045.0,2,55.0,2,118
6969,Yelahanka,1304.0,2,69.97,2,226
6970,Whitefield,1100.0,2,65.0,2,224
6971,Hennur Road,1482.0,2,68.9,3,96
6972,Devanahalli,2125.0,3,107.0,3,65
6973,others,1194.0,2,45.0,2,230
6974,Kengeri,1200.0,2,42.0,2,135
6975,others,1070.0,2,32.99,2,230
6976,Whitefield,1100.0,2,46.5,2,224
6977,Whitefield,1270.0,2,65.0,3,224
6978,others,1000.0,2,31.0,2,230
6979,Vittasandra,1246.0,2,69.0,2,223
6980,Raja Rajeshwari Nagar,1529.0,3,51.77,3,184
6981,Thanisandra,1185.0,2,42.0,2,209
6982,Gubbalala,1060.0,2,46.0,2,84
6983,Ananth Nagar,1319.0,3,37.75,3,16
6984,Kaikondrahalli,991.0,2,64.0,2,120
6985,Thanisandra,662.0,1,38.0,1,209
6986,others,1400.0,2,78.0,3,230
6987,Talaghattapura,1575.0,3,80.0,3,208
6988,Ananth Nagar,1319.0,3,42.0,3,16
6989,Electronics City Phase 1,940.0,2,48.0,2,76
6990,Bharathi Nagar,1349.0,2,56.7,2,42
6991,HSR Layout,1844.0,3,95.0,3,89
6992,Sarjapur  Road,2275.0,4,185.0,3,194
6993,Bannerghatta,3791.0,2,246.0,4,33
6994,Varthur Road,1140.0,2,49.11,2,218
6995,Banashankari,1372.0,2,48.02,3,26
6996,others,1455.0,2,45.0,3,230
6997,Hebbal,1100.0,2,38.0,2,92
6998,others,1475.0,3,80.0,3,230
6999,Kudlu Gate,1850.0,3,120.0,3,148
7000,Marathahalli,1315.0,2,60.0,3,161
7001,others,1721.0,3,93.0,3,230
7002,Sonnenahalli,1059.0,2,62.0,2,204
7003,Kadubeesanahalli,1184.0,2,55.0,2,116
7004,others,1480.0,3,75.0,3,230
7005,Kodigehalli,635.0,1,28.0,2,140
7006,JP Nagar,1500.0,2,87.0,4,109
7007,Hosa Road,1143.0,2,34.2,2,101
7008,Kanakpura Road,3170.0,4,250.0,4,127
7009,Kothannur,1485.0,2,59.4,3,145
7010,Hennur,1655.0,2,70.5,3,95
7011,others,900.0,2,41.0,2,230
7012,others,1163.0,2,68.0,2,230
7013,Hennur Road,1654.0,3,97.8,3,96
7014,Bellandur,1685.0,3,101.0,3,40
7015,Banashankari,1540.0,3,80.0,3,26
7016,Thanisandra,1265.0,2,72.0,2,209
7017,Kasavanhalli,1200.0,2,38.4,3,130
7018,others,1300.0,2,80.0,3,230
7019,Sultan Palaya,1009.0,2,65.0,2,206
7020,others,1540.0,3,65.0,3,230
7021,Bellandur,1735.0,3,105.0,3,40
7022,Electronic City,1142.0,2,35.0,2,74
7023,others,1215.0,2,46.8,3,230
7024,Electronic City,1070.0,2,48.0,2,74
7025,Bommasandra Industrial Area,1125.0,2,32.49,2,49
7026,Kasavanhalli,1575.0,2,85.0,2,130
7027,Hosa Road,1360.0,2,77.61,2,101
7028,Haralur Road,1710.0,3,85.0,3,90
7029,Electronic City Phase II,1200.0,2,34.65,2,75
7030,Bannerghatta Road,2185.0,3,120.0,4,34
7031,others,2400.0,4,135.0,4,230
7032,Banashankari,1195.0,2,35.84,2,26
7033,Bannerghatta Road,1012.0,2,45.0,2,34
7034,others,998.0,2,65.0,2,230
7035,7th Phase JP Nagar,1130.0,2,85.0,2,6
7036,Karuna Nagar,1354.0,2,98.0,3,129
7037,Brookefield,1389.0,2,94.0,2,51
7038,Sarjapur,2970.0,3,130.0,4,193
7039,Kaggadasapura,1495.0,3,60.0,3,118
7040,Varthur,1738.0,2,57.35,2,217
7041,Dodda Nekkundi,1315.0,2,50.0,2,67
7042,Marathahalli,1270.0,2,73.0,2,161
7043,Electronic City Phase II,1160.0,2,52.2,2,75
7044,Raja Rajeshwari Nagar,1450.0,2,67.0,3,184
7045,Rayasandra,470.0,1,21.0,1,189
7046,others,1040.0,2,78.0,2,230
7047,others,1215.0,2,50.0,3,230
7048,Whitefield,1135.0,2,58.0,2,224
7049,8th Phase JP Nagar,1224.0,2,48.95,3,7
7050,Budigere,664.0,1,34.0,1,52
7051,Electronic City,1160.0,2,42.0,3,74
7052,Bommasandra Industrial Area,1220.0,2,35.2,3,49
7053,Bharathi Nagar,1328.0,2,69.0,2,42
7054,others,975.0,2,45.0,2,230
7055,Malleshwaram,900.0,2,72.0,2,160
7056,others,1330.0,2,80.0,2,230
7057,Rajiv Nagar,2330.0,5,175.0,4,186
7058,Munnekollal,1222.0,3,95.0,3,164
7059,Sarjapur  Road,2100.0,3,135.0,3,194
7060,others,1320.0,2,95.0,3,230
7061,others,8000.0,5,550.0,5,230
7062,Hosur Road,2000.0,4,130.0,4,104
7063,Electronic City Phase II,1244.0,2,55.0,2,75
7064,others,1000.0,2,50.0,2,230
7065,others,1400.0,3,45.0,3,230
7066,others,1000.0,2,35.0,2,230
7067,Hebbal,3865.0,5,188.0,4,92
7068,others,1225.0,2,48.0,2,230
7069,Seegehalli,1683.0,3,80.0,3,198
7070,Yelahanka,1250.0,2,54.0,2,226
7071,Kaggalipura,1150.0,2,57.5,3,119
7072,Kaggadasapura,1654.0,3,70.0,3,118
7073,others,4500.0,3,225.0,4,230
7074,Kasavanhalli,1069.0,2,55.0,2,130
7075,Hormavu,2400.0,3,177.0,3,100
7076,7th Phase JP Nagar,1680.0,3,130.0,3,6
7077,others,2200.0,2,150.0,4,230
7078,Thanisandra,1595.0,3,105.0,3,209
7079,Hennur Road,1480.0,3,100.0,3,96
7080,Banashankari,1683.0,3,115.0,3,26
7081,Banaswadi,1340.0,2,73.0,2,31
7082,others,1100.0,3,53.0,3,230
7083,Whitefield,1185.0,2,56.0,2,224
7084,Haralur Road,1730.0,3,95.0,3,90
7085,Hennur Road,1450.0,3,88.6,3,96
7086,Sarjapur  Road,1862.0,4,110.0,3,194
7087,Hoodi,1254.5,1,40.55,1,97
7088,others,1170.0,2,50.0,2,230
7089,others,1075.0,2,50.0,2,230
7090,Kodichikkanahalli,1060.0,2,34.0,2,138
7091,Sarjapur,850.0,2,32.0,2,193
7092,others,935.0,2,45.9,2,230
7093,Gollarapalya Hosahalli,1905.0,3,86.0,4,81
7094,Chikkabanavar,1500.0,4,105.0,4,58
7095,Bannerghatta Road,1725.0,3,85.0,3,34
7096,others,1120.0,2,36.0,2,230
7097,Brookefield,1750.0,2,75.0,3,51
7098,7th Phase JP Nagar,2000.0,3,77.0,3,6
7099,Koramangala,1745.0,3,98.0,3,144
7100,Uttarahalli,1270.0,2,55.25,3,216
7101,Iblur Village,5384.0,5,420.0,5,107
7102,Sahakara Nagar,1180.0,2,72.0,2,190
7103,others,1130.0,2,75.0,2,230
7104,Ardendale,1723.0,3,95.0,3,19
7105,Mysore Road,1175.0,2,70.5,2,166
7106,Ambalipura,1607.0,2,112.0,3,12
7107,others,1334.0,2,62.0,2,230
7108,Vishwapriya Layout,2800.0,5,130.0,5,222
7109,Bannerghatta,1113.0,2,70.0,2,33
7110,9th Phase JP Nagar,1300.0,2,58.0,3,8
7111,Sahakara Nagar,1200.0,2,60.0,2,190
7112,Whitefield,2956.0,5,234.0,4,224
7113,Panathur,1398.0,2,97.0,2,180
7114,Margondanahalli,1152.0,1,66.0,2,162
7115,Nagavara,1110.0,2,44.95,2,171
7116,Devarachikkanahalli,1116.0,2,47.0,2,66
7117,Babusapalaya,1061.0,2,33.84,2,24
7118,Yelahanka,1270.0,2,57.0,2,226
7119,others,966.0,2,50.0,2,230
7120,Iblur Village,3596.0,5,297.0,4,107
7121,others,1630.0,3,131.0,3,230
7122,Amruthahalli,1202.0,2,65.0,2,14
7123,Jakkur,1300.0,2,80.0,2,110
7124,Electronic City,1360.0,2,70.0,3,74
7125,Hennur Road,1155.0,2,69.18,2,96
7126,Hulimavu,1011.0,2,38.0,2,105
7127,HSR Layout,1203.0,2,72.0,2,89
7128,Hebbal,1645.0,3,113.0,3,92
7129,Horamavu Agara,1364.0,2,50.0,3,98
7130,others,1050.0,2,41.0,1,230
7131,Kothanur,1365.0,3,66.0,3,146
7132,Jigani,1252.0,3,70.0,3,113
7133,Panathur,1065.0,2,58.0,2,180
7134,Sahakara Nagar,1032.0,2,45.0,2,190
7135,Sector 2 HSR Layout,1515.0,2,69.0,3,196
7136,others,1427.0,2,52.0,2,230
7137,Magadi Road,940.0,2,50.0,2,155
7138,Bannerghatta Road,1460.0,2,80.0,3,34
7139,Sarjapur  Road,2275.0,4,175.0,3,194
7140,9th Phase JP Nagar,1522.0,3,90.0,3,8
7141,Thanisandra,1185.0,2,42.67,2,209
7142,Banashankari,1800.0,3,125.0,3,26
7143,Electronics City Phase 1,940.0,2,44.0,2,76
7144,Marathahalli,1530.0,3,71.0,3,161
7145,others,1050.0,2,48.0,2,230
7146,Subramanyapura,929.0,2,49.0,2,205
7147,Banjara Layout,3750.0,5,145.0,4,32
7148,Whitefield,1530.0,3,75.0,3,224
7149,others,900.0,2,48.0,2,230
7150,others,978.0,2,34.22,2,230
7151,Ambalipura,770.0,1,43.82,1,12
7152,Kaval Byrasandra,1066.0,2,55.0,2,133
7153,Whitefield,1015.0,2,45.0,2,224
7154,Hebbal,1175.0,2,54.05,2,92
7155,Vidyaranyapura,1188.0,2,50.0,2,219
7156,others,620.0,1,25.0,1,230
7157,others,1210.0,2,75.0,2,230
7158,Rajaji Nagar,1500.0,2,99.0,3,185
7159,Thanisandra,1185.0,2,43.66,2,209
7160,Basavangudi,1600.0,3,130.0,3,35
7161,Yelahanka,1300.0,2,69.23,2,226
7162,Kasavanhalli,1100.0,2,68.0,2,130
7163,Ambalipura,860.0,2,28.93,2,12
7164,Panathur,1007.0,2,64.0,2,180
7165,Akshaya Nagar,1100.0,2,48.0,2,11
7166,Whitefield,1187.0,2,38.0,2,224
7167,R.T. Nagar,1150.0,2,72.0,2,182
7168,others,1180.0,2,41.94,2,230
7169,Budigere,1820.0,3,85.2,3,52
7170,KR Puram,3628.0,4,246.0,4,115
7171,others,1430.0,3,70.0,3,230
7172,others,1200.0,1,70.0,2,230
7173,Old Madras Road,1165.0,2,40.77,2,177
7174,Jalahalli,1569.0,3,118.0,3,111
7175,others,1950.0,4,95.0,3,230
7176,others,1200.0,3,70.0,2,230
7177,Yelahanka New Town,2437.0,3,125.0,3,227
7178,Marathahalli,950.0,2,46.7,2,161
7179,Bellandur,1685.0,3,115.0,3,40
7180,Green Glen Layout,3270.0,4,205.0,4,83
7181,others,1250.0,3,40.0,3,230
7182,others,1130.0,2,68.0,2,230
7183,Whitefield,2247.0,3,145.0,3,224
7184,Marathahalli,1550.0,3,85.0,3,161
7185,Hoodi,1715.0,2,100.0,3,97
7186,Hennur Road,1053.0,2,53.0,2,96
7187,Begur Road,1200.0,3,50.0,3,39
7188,Chikkabanavar,2400.0,4,97.0,5,58
7189,others,1245.0,1,60.0,2,230
7190,Whitefield,3940.0,5,265.0,4,224
7191,Thanisandra,1241.0,2,65.0,3,209
7192,others,1390.0,2,50.0,3,230
7193,Kanakpura Road,1100.0,2,52.97,3,127
7194,Koramangala,1350.0,2,103.0,2,144
7195,others,800.0,2,55.0,2,230
7196,Sarjapur  Road,1787.0,3,116.0,3,194
7197,Sarjapur  Road,1691.0,3,93.01,3,194
7198,Chikka Tirupathi,2325.0,3,95.0,3,57
7199,Akshaya Nagar,1896.0,3,102.0,3,11
7200,Banashankari Stage V,1540.0,3,48.51,3,29
7201,others,1244.0,2,95.0,2,230
7202,Hormavu,1365.0,2,65.0,3,100
7203,Thanisandra,580.0,1,27.5,1,209
7204,8th Phase JP Nagar,1513.0,2,62.0,2,7
7205,Banashankari,1175.0,2,41.13,2,26
7206,Thanisandra,2087.0,4,139.0,3,209
7207,Talaghattapura,2273.0,3,145.0,3,208
7208,Thanisandra,2050.0,3,150.0,3,209
7209,others,1200.0,2,75.0,2,230
7210,Whitefield,1190.0,2,59.0,2,224
7211,Thigalarapalya,1830.0,3,133.0,3,210
7212,Sarjapur  Road,1028.0,2,56.0,2,194
7213,Whitefield,1160.0,2,67.0,2,224
7214,Mahadevpura,1505.0,3,78.0,3,156
7215,Sarjapur,1175.0,2,41.68,2,193
7216,others,1100.0,2,57.6,2,230
7217,Devanahalli,1230.0,2,56.45,2,65
7218,others,3100.0,6,165.0,5,230
7219,others,1340.0,2,71.0,2,230
7220,Banashankari,1750.0,2,89.0,3,26
7221,Banashankari Stage II,1400.0,2,100.0,2,27
7222,Nagarbhavi,1350.0,3,60.0,3,169
7223,others,1675.0,3,62.0,3,230
7224,Thanisandra,1340.0,2,66.33,2,209
7225,Hulimavu,1276.0,2,76.0,2,105
7226,Ramagondanahalli,1738.0,2,76.0,3,187
7227,others,1190.0,2,59.9,2,230
7228,Electronic City,1128.0,2,65.45,2,74
7229,others,1250.0,2,55.0,2,230
7230,others,1450.0,2,90.0,2,230
7231,Kudlu,1084.0,2,53.0,2,147
7232,Kaggadasapura,2150.0,4,90.0,4,118
7233,Hosur Road,1250.0,2,65.0,2,104
7234,Begur,1304.0,3,65.0,3,38
7235,7th Phase JP Nagar,980.0,2,77.44,2,6
7236,others,1275.0,2,49.5,2,230
7237,Banjara Layout,2500.0,4,140.0,3,32
7238,others,3600.0,4,225.0,4,230
7239,Anekal,2400.0,4,95.0,3,17
7240,Kanakpura Road,1450.0,2,70.18,3,127
7241,Electronic City,890.0,2,40.0,2,74
7242,Bannerghatta Road,1340.0,2,85.0,2,34
7243,Vidyaranyapura,1100.0,2,75.0,3,219
7244,Kengeri,750.0,2,40.0,2,135
7245,Akshaya Nagar,1300.0,2,66.0,2,11
7246,others,1900.0,2,92.0,3,230
7247,Kanakpura Road,1299.0,2,105.0,2,127
7248,others,1250.0,3,40.0,3,230
7249,others,925.0,2,55.0,2,230
7250,others,3900.0,3,250.0,3,230
7251,Uttarahalli,1107.0,2,45.0,2,216
7252,Electronics City Phase 1,1300.0,2,67.0,2,76
7253,others,1715.0,3,95.0,3,230
7254,Uttarahalli,1200.0,2,55.0,2,216
7255,Marathahalli,1144.0,2,65.0,2,161
7256,Kanakpura Road,525.0,1,26.01,1,127
7257,others,1400.0,2,56.0,3,230
7258,Balagere,661.0,1,33.0,1,25
7259,Yelahanka,1705.0,3,91.0,3,226
7260,Kadugodi,1430.0,2,55.0,3,117
7261,Marathahalli,1240.0,2,55.0,2,161
7262,Uttarahalli,1330.0,2,46.45,3,216
7263,Banashankari Stage III,1500.0,2,100.0,3,28
7264,Cox Town,1073.0,2,72.0,2,62
7265,Kudlu,1300.0,2,56.0,2,147
7266,Whitefield,1216.0,2,66.88,2,224
7267,Jigani,1252.0,3,59.0,3,113
7268,Hormavu,1196.0,2,44.8,2,100
7269,others,1270.0,2,57.15,3,230
7270,Mico Layout,1171.0,2,39.0,2,163
7271,Kothannur,1215.0,2,48.6,3,145
7272,others,600.0,1,20.0,1,230
7273,Whitefield,1180.0,2,77.0,2,224
7274,Electronic City Phase II,1160.0,2,33.51,2,75
7275,Whitefield,2140.0,3,139.0,3,224
7276,Yeshwanthpur,1500.0,3,100.0,3,229
7277,Banaswadi,1008.0,2,52.0,2,31
7278,Ambedkar Nagar,1921.0,4,129.0,3,13
7279,Rajaji Nagar,1621.0,3,124.0,3,185
7280,others,1030.0,2,77.25,3,230
7281,Whitefield,1314.0,2,84.0,2,224
7282,JP Nagar,1590.0,2,85.0,3,109
7283,Shivaji Nagar,703.0,2,49.5,2,200
7284,Hosakerehalli,1795.0,3,64.62,3,102
7285,Gottigere,3000.0,3,132.0,4,82
7286,Electronic City,825.0,2,35.0,2,74
7287,others,1254.0,2,70.0,3,230
7288,Ramagondanahalli,2040.0,3,114.0,3,187
7289,others,1820.0,3,79.5,3,230
7290,Horamavu Agara,1623.0,3,89.0,3,98
7291,Electronic City,1200.0,2,40.5,2,74
7292,Gottigere,1613.0,3,72.0,3,82
7293,others,1293.0,2,80.0,2,230
7294,Kudlu Gate,940.0,2,69.57,2,148
7295,Sarjapur  Road,1181.0,2,65.0,3,194
7296,Marathahalli,1100.0,2,75.0,1,161
7297,others,1050.0,2,36.0,2,230
7298,Subramanyapura,1260.0,2,75.0,3,205
7299,others,1500.0,3,56.0,3,230
7300,others,1000.0,2,66.0,2,230
7301,Whitefield,1530.0,3,73.0,3,224
7302,others,1864.0,3,115.0,3,230
7303,Sarjapur,1575.0,3,55.0,3,193
7304,Raja Rajeshwari Nagar,945.0,2,45.0,2,184
7305,Sarjapur  Road,1691.0,3,100.0,3,194
7306,Electronic City Phase II,1220.0,3,35.25,3,75
7307,Kengeri,600.0,1,35.0,1,135
7308,Whitefield,1160.0,2,39.0,2,224
7309,others,1950.0,2,89.5,3,230
7310,others,2400.0,4,150.0,4,230
7311,Abbigere,795.0,1,32.6,2,10
7312,Kalyan nagar,2285.0,4,165.0,3,122
7313,others,1263.0,2,51.5,2,230
7314,Hennur,1345.0,2,69.0,3,95
7315,others,4400.0,5,240.0,5,230
7316,Electronic City,1360.0,2,58.0,3,74
7317,Sarjapur  Road,1026.0,2,60.55,2,194
7318,others,1050.0,2,38.0,2,230
7319,Uttarahalli,1460.0,3,76.0,3,216
7320,others,1525.0,2,91.48,3,230
7321,Koramangala,1642.0,2,115.0,3,144
7322,others,975.0,2,60.0,2,230
7323,Bisuvanahalli,1075.0,2,44.0,3,46
7324,Panathur,1210.0,2,77.93,2,180
7325,others,2000.0,3,100.0,3,230
7326,Akshaya Nagar,1225.0,2,68.0,2,11
7327,Jakkur,1290.0,2,80.04,2,110
7328,others,1220.0,2,56.0,2,230
7329,others,1500.0,2,85.0,1,230
7330,Kaggadasapura,1361.0,2,79.0,2,118
7331,1st Phase JP Nagar,1394.0,2,85.0,2,1
7332,Yelahanka,870.0,2,27.0,2,226
7333,others,5000.0,5,300.0,4,230
7334,Rajaji Nagar,1222.0,2,98.0,2,185
7335,Bellandur,1846.0,3,135.0,3,40
7336,Yeshwanthpur,1167.0,2,64.08,2,229
7337,Kannamangala,2422.0,4,135.0,4,128
7338,others,1000.0,2,50.0,2,230
